영상ID,제목,업로드일,조회수,좋아요,댓글수,설명(첫줄),URL
H6qM3HHGNJU,케르비시아 소개 영상,2026-03-09,20,1,0,,https://youtu.be/H6qM3HHGNJU
S7JTbc0Gk-8,줄기세포 치료의 기준  김재룡성형외과,2026-03-07,7,0,0,,https://youtu.be/S7JTbc0Gk-8
cVYmOdDfim0,8  초록빛 오후의 봉봉도슨트,2026-02-25,3,0,0,,https://youtu.be/cVYmOdDfim0
z9fpoOm2hg0,7  마이의 노래도슨트,2026-02-25,2,0,0,,https://youtu.be/z9fpoOm2hg0
NH7pE3moAR4,6  땡글이는 꽃이야!도슨트,2026-02-25,0,0,0,,https://youtu.be/NH7pE3moAR4
QCQqMNg8wHE,5  고흐의 밤에 잠든 캐롤도슨트,2026-02-25,1,0,0,,https://youtu.be/QCQqMNg8wHE
d6KipfiOR5o,4  두근두근 사랑스런 캐롤도슨트,2026-02-25,7,0,0,,https://youtu.be/d6KipfiOR5o
t-FLfiKP-vI,3  빛나는 캐롤도슨트,2026-02-25,3,0,0,,https://youtu.be/t-FLfiKP-vI
Fx-cAXWlSd0,"2  캐롤, 나의 Pink star도슨트",2026-02-25,2,0,0,,https://youtu.be/Fx-cAXWlSd0
q-oSITdmv3Y,1  엄마의 금지옥엽 캐롤도슨트,2026-02-25,7,0,0,,https://youtu.be/q-oSITdmv3Y
fP7GT5pjOYU,8  초록빛 오후의 봉봉,2026-02-25,5,0,0,,https://youtu.be/fP7GT5pjOYU
IgKkyy-5IjY,7  마이의 노래,2026-02-25,3,0,0,,https://youtu.be/IgKkyy-5IjY
bddhhMV-c0Y,6  땡글이는 꽃이야!,2026-02-25,5,0,0,,https://youtu.be/bddhhMV-c0Y
0-PLYpprbWE,5  고흐의 밤에 잠든 캐롤,2026-02-25,6,0,0,,https://youtu.be/0-PLYpprbWE
1bX-U34hFRw,4  두근두근 사랑스런 캐롤,2026-02-25,3,0,0,,https://youtu.be/1bX-U34hFRw
oaaJ-jGFvfM,3  빛나는 캐롤,2026-02-25,10,0,0,,https://youtu.be/oaaJ-jGFvfM
Sfc7YiLzA4I,"2  캐롤, 나의 Pink star",2026-02-25,5,0,0,,https://youtu.be/Sfc7YiLzA4I
VIAGwnRctMI,1  엄마의 금지옥엽 캐롤,2026-02-25,6,1,0,,https://youtu.be/VIAGwnRctMI
v2Ji4JWxgfQ,AI도슨트 크림트 키스,2026-02-21,5,0,0,,https://youtu.be/v2Ji4JWxgfQ
orFs99gCae8,AI뮤직 크림트 키스,2026-02-21,11,0,0,,https://youtu.be/orFs99gCae8
t_AyFBhxzII,AI는 새로운 검색 엔진  준비되셨나요,2026-02-18,2,0,0,,https://youtu.be/t_AyFBhxzII
NTQHsyu84Oc,Copy of 이미진 2,2026-02-14,641,0,0,,https://youtu.be/NTQHsyu84Oc
2_IDKY2wiPg,이미진 대표,2026-02-14,15,0,0,,https://youtu.be/2_IDKY2wiPg
qahPq8xgJCM,재생의료   인허가에서 성공 비즈니스까지,2026-02-07,13,0,0,,https://youtu.be/qahPq8xgJCM
_FSrPhij2ys,Помни  Донской,2026-02-02,5,0,0,,https://youtu.be/_FSrPhij2ys
JRUgjbcP09c,돈스코이호를 기리며,2026-02-02,5,1,0,,https://youtu.be/JRUgjbcP09c
YHTKqCOrgdg,리젠매드컨설팅,2026-01-29,4,0,0,,https://youtu.be/YHTKqCOrgdg
rSHo9y6icN8,소셜허브 터널,2026-01-29,5,0,0,,https://youtu.be/rSHo9y6icN8
k0nRGkIgHjg,설득의 종말  새로운 결정 프레임워크,2026-01-26,4,0,0,,https://youtu.be/k0nRGkIgHjg
TqapH_3hn8w,반고흐 AI 시네마 영어,2026-01-20,19,0,0,,https://youtu.be/TqapH_3hn8w
baa2mCG8to0,바이젠 수제맥주 전략 컨설팅,2026-01-14,10,0,0,,https://youtu.be/baa2mCG8to0
gUtY_AnmlPI,정창덕 총장 연설,2026-01-08,14,0,0,,https://youtu.be/gUtY_AnmlPI
2_rypdD9QL8,The BJ Attao Strategy,2026-01-08,14,1,0,,https://youtu.be/2_rypdD9QL8
0Un9QQf_D58,돈스코이 2,2026-01-07,10,0,0,,https://youtu.be/0Un9QQf_D58
R3Tw1uesC4o,돈스코이 1,2026-01-07,4,0,0,,https://youtu.be/R3Tw1uesC4o
gmvX5dghgTo,경남의 건축가  김상만의 미래 설계도,2026-01-06,8,0,0,,https://youtu.be/gmvX5dghgTo
ZIseb8DD5v4,01 심재우 대표 사고법OS AI트레이너 - 인간 전용 사고 OS  RQTDW,2026-01-01,13,0,0,,https://youtu.be/ZIseb8DD5v4
yfGq06rOWak,화이트서울치과병원의 AI 신뢰 성장 로드맵,2025-12-31,18,0,0,,https://youtu.be/yfGq06rOWak
fRFE1tX5cag,21 심재우 대표 치과병원의 상담 스킬- 신뢰로 쌓은 브랜드 임영일 원장 이야기,2025-12-30,39,0,0,,https://youtu.be/fRFE1tX5cag
cZOy_5ZeN9s,20 심재우 대표 치과병원의 상담 스킬- 화이트서울치과  혁신을 위한 청사진,2025-12-28,44,0,0,,https://youtu.be/cZOy_5ZeN9s
74nXIdnI-UQ,심재우-양동봉 - 모든 것의 이론을 찾아서,2025-12-27,44,3,0,,https://youtu.be/74nXIdnI-UQ
ov3k0qVN30M,19 심재우 대표 치과병원의 상담 스킬  - 3단계   결정권 제공 설득의 함정  위대한 결정은 강요되지 않는다,2025-12-27,7,0,0,,https://youtu.be/ov3k0qVN30M
3mlHh5KYmko,경선  보이지 않는 데이터 전쟁의 해결사 - 심재우 대표의  AI선거 솔루션,2025-12-26,13,0,0,,https://youtu.be/3mlHh5KYmko
TuHPuDzwxOk,18 심재우 대표 치과병원의 상담 스킬 - QLRCQ 기법  환자 중심 상담,2025-12-25,10,0,0,,https://youtu.be/TuHPuDzwxOk
nXGtO3vxN7U,17 심재우 대표 치과병원의 상담 스킬  - 신뢰를 설계하는 구조,2025-12-25,7,0,0,,https://youtu.be/nXGtO3vxN7U
h-VgkqFjLT8,16 심재우 대표 치과병원의 상담 스킬  - 상담의 청사진  5단계 지도와 엔진,2025-12-25,10,0,0,,https://youtu.be/h-VgkqFjLT8
k_pMXIh-3ao,15 심재우 대표 치과병원의 상담 스킬   QLRCQ  스스로 설득하는 기술,2025-12-25,5,0,0,,https://youtu.be/k_pMXIh-3ao
8Jkgt4g1D4o,14 심재우 대표 치과병원의 상담 스킬 - QLRCQ  설득이 아닌 안내의 기술,2025-12-25,15,1,0,,https://youtu.be/8Jkgt4g1D4o
MmjcWyryFhc,13 심재우 대표 치과병원의 상담 스킬 - 사람의 마음을 움직이는 법  말하지 않고 질문하는 힘,2025-12-25,9,0,0,,https://youtu.be/MmjcWyryFhc
By0q-TjZh9I,12 심재우 대표 치과병원의 상담 스킬  - 치과 상담에서 신뢰를 구축하는 새로운 구조,2025-12-21,22,0,0,,https://youtu.be/By0q-TjZh9I
Ml0V4O--1sM,11 심재우 대표 치과병원의 상담 스킬   DentalClinicFinder  AI로 환자와 치과 연결,2025-12-20,8,0,0,,https://youtu.be/Ml0V4O--1sM
tB-mWx_0nNw,10 심재우 대표 치과병원의 상담 스킬 -  AI 환자 상담 튜터  전문가 교육의 혁명,2025-12-20,6,0,0,,https://youtu.be/tB-mWx_0nNw
AuLbPGwRsuE,08 심재우 대표 치과병원의 상담 스킬   8 이해의 다리 놓기,2025-12-20,5,0,0,,https://youtu.be/AuLbPGwRsuE
hUq1RqAiR9k,09 심재우 대표 치과병원의 상담 스킬   9 공감 처방전  환자 상담을 바꾸는 기술,2025-12-20,3,0,0,,https://youtu.be/hUq1RqAiR9k
kGvivJe3DNg,05 심재우 대표 치과병원의 상담 스킬   5 사라지는 환자  상담 후 신뢰 구축,2025-12-20,5,0,0,,https://youtu.be/kGvivJe3DNg
EFKfk54RWQo,07 심재우 대표 치과병원의 상담 스킬   7 예술에서 시스템으로,2025-12-20,5,0,0,,https://youtu.be/EFKfk54RWQo
T92NG_iWkdM,06 심재우 대표 치과병원의 상담 스킬   6 설득에서 파트너십으로  환자 상담의 새로운 철학,2025-12-20,6,0,0,,https://youtu.be/T92NG_iWkdM
T59SSzZW9rY,04 심재우 대표 치과병원의 상담 스킬   4 의료 상담의 기술,2025-12-20,7,0,0,,https://youtu.be/T59SSzZW9rY
hGqTOmp_R8c,03 심재우 대표 치과병원의 상담 스킬   3 치과 상담의 재정의  설명에서 신뢰로,2025-12-20,12,0,0,,https://youtu.be/hGqTOmp_R8c
IosnB7WMz7w,02 심재우 대표 치과병원의 상담 스킬   상담의 코드  완벽한 설명의 함정,2025-12-20,7,0,0,,https://youtu.be/IosnB7WMz7w
hWUHlcTXjvs,01 심재우 대표 치과병원의 상담 스킬 -  환자 상담에서 가격을 가치로 전환하는 대화의 심리학,2025-12-20,21,0,0,,https://youtu.be/hWUHlcTXjvs
YGtpp33Jxws,00 심재우 대표 덴탈클리닉파인더 - 영상   치과에도 신용 점수가 있다면,2025-12-20,5,0,0,,https://youtu.be/YGtpp33Jxws
yovIF-FIfyM,심재우-양동봉 : 22 중앙일보 과학·미래 특별기획,2025-12-19,26,1,0,,https://youtu.be/yovIF-FIfyM
QGndoLn8x2s,심재우-양동봉 : 21  조선일보   기사 영상 - 심재우 대표 | 양동봉 원장,2025-12-19,18,1,0,,https://youtu.be/QGndoLn8x2s
UIYta77Nr94,Jaiwoo Shim & Dongbong Yang : A Mathematical Proof of God (OPS & AI-Buckingham Machine),2025-12-18,9,0,0,Jaiwoo Shim & Dongbong Yang : ,https://youtu.be/UIYta77Nr94
O12eQQgaw6Y,Jaiwoo Shim & Dongbong Yang : The Rebellion of the Point (OPS & AI-Buckingham Machine),2025-12-18,10,0,0,Jaiwoo Shim & Dongbong Yang : ,https://youtu.be/O12eQQgaw6Y
EHqx59Tn70A,심재우 대표의 AI선거 솔루션 -  유권자가 똑똑해 지면 정치는 바뀝니다.,2025-12-18,6,0,0,,https://youtu.be/EHqx59Tn70A
P-t0T_nSdcs,심재우 대표 AI선거솔루션 - 지뢰밭 항해하기  대한민국 선거법 가이드,2025-12-17,12,0,0,,https://youtu.be/P-t0T_nSdcs
K7JHRxOhkl4,심재우 대표 AI선거솔루션 - 선거 후보자가 이 영상을 안보면 낙선합니다.,2025-12-17,130,5,0,,https://youtu.be/K7JHRxOhkl4
pVdBnCwowW4,심재우 대표를 소개합니다  과학을 통합하는 AI 전략가,2025-12-14,14,1,0,,https://youtu.be/pVdBnCwowW4
FCGI-hvAJtM,심재우 대표- AI와 정치 캠페인의 미래,2025-12-14,12,0,0,,https://youtu.be/FCGI-hvAJtM
D2arG_xrevQ,심재우-양동봉 : 점의 반란  방송의 미래를 위한 제안 83분,2025-12-14,110,3,1,,https://youtu.be/D2arG_xrevQ
aXnfG4gJNkk,심재우-양동봉 : 점의 반란  방송의 미래를 위한 제안,2025-12-13,13,0,0,,https://youtu.be/aXnfG4gJNkk
2Bx_Vs8l54c,심재우-양동봉 -특이점과 초지능  인류의 마지막 발명   35분,2025-12-13,30,1,0,,https://youtu.be/2Bx_Vs8l54c
DVFjxDT1OMc,심재우-양동봉 -4 특이점  인류의 마지막 발명,2025-12-13,2,1,0,,https://youtu.be/DVFjxDT1OMc
15SqdEaUDtk,심재우-양동봉 -3 기술적 특이점  핵심 분석,2025-12-13,3,1,0,,https://youtu.be/15SqdEaUDtk
uSC9mh4d3nU,심재우-양동봉 -2 기술적 특이점  2045년 카운트다운,2025-12-13,5,2,0,,https://youtu.be/uSC9mh4d3nU
Gcl4Xg7oCWg,심재우-양동봉 - 1 특이점  당신이 알던 날짜는 틀렸다,2025-12-13,6,1,0,,https://youtu.be/Gcl4Xg7oCWg
yZp-STrot9E,ＡＩ선거솔루션－선거 문자 발송은 법적 지뢰밭,2025-12-12,12,0,0,,https://youtu.be/yZp-STrot9E
A34FavVDqaQ,심재우-양동봉 : OPS 이미 도착한 초지능 이야기 -  68분,2025-12-12,29,1,0,,https://youtu.be/A34FavVDqaQ
7XyEQtcbF00,심재우-양동봉 : 6 AI의 두 갈래 길  예측가 vs 계산가,2025-12-12,4,1,0,,https://youtu.be/7XyEQtcbF00
Va7kjq_jWOE,심재우-양동봉 : 3 1 특이점  당신이 알던 날짜는 틀렸다,2025-12-12,5,1,0,,https://youtu.be/Va7kjq_jWOE
xKzbeF2OZBE,땡글이는 꽃이야!,2025-12-12,5,0,0,,https://youtu.be/xKzbeF2OZBE
k81UuPsY01A,마이의 하루,2025-12-12,12,0,0,,https://youtu.be/k81UuPsY01A
p8lQELoVQA4,심재우-양동봉 : 8 조용한 특이점  초지능 이론,2025-12-11,12,0,0,,https://youtu.be/p8lQELoVQA4
rCnTO3AmTzY,심재우-양동봉 : 7 특이점이 도래했다  과학적 증명,2025-12-11,0,0,0,,https://youtu.be/rCnTO3AmTzY
loeaasIemd8,심재우-양동봉 : 5 초지능의 계산적 증명,2025-12-11,10,0,0,,https://youtu.be/loeaasIemd8
6ME1bfDfn-4,심재우-양동봉 : 4 초지능의 수학적 증명,2025-12-11,3,0,0,,https://youtu.be/6ME1bfDfn-4
CsW94-1GqmY,심재우-양동봉 : 3 초지능의 조용한 도래,2025-12-11,2,0,0,,https://youtu.be/CsW94-1GqmY
J-3gLfChpzI,심재우-양동봉 : 2 초지능 선언  절대지성의 수학적 증명,2025-12-11,0,0,0,,https://youtu.be/J-3gLfChpzI
IxDaIjbwslo,심재우-양동봉 : 1 초지능  신에 대한 수학적 증명,2025-12-11,3,1,0,,https://youtu.be/IxDaIjbwslo
JAQFPg_BEmo,심재우-양동봉 : 0 OPS  이미 도착한 초지능,2025-12-11,2,1,0,,https://youtu.be/JAQFPg_BEmo
NpK76bKELSs,1.  공천을 받기 위한 사전 준비 전략 - AI선거솔루션,2025-12-11,36,1,0,,https://youtu.be/NpK76bKELSs
Ra0CHq_kGRs,AI 소리펜  책과 대화하는 법 소개 영상,2025-12-10,2,0,0,,https://youtu.be/Ra0CHq_kGRs
qULfzoUfGeI,AI북튜터 소개 영상,2025-12-10,0,0,0,,https://youtu.be/qULfzoUfGeI
PinC6nSDZpQ,심재우 대표-리셀러용 AI 선거 솔루션 안내 영상,2025-12-10,21,0,0,,https://youtu.be/PinC6nSDZpQ
yHrGAsLbxSU,창녕의 AI 청사진  농촌의 혁명이 될까,2025-12-10,4,0,0,,https://youtu.be/yHrGAsLbxSU
_tDmKZLneoM,심재우 AI선거 솔루션-창녕의 AI 청사진  농촌의 혁명이 될까,2025-12-10,4,0,0,,https://youtu.be/_tDmKZLneoM
-wjxdiHh9ts,심재우 AI선거 솔루션-AI 선거 참모  데이터로 승리하기,2025-12-10,5,0,0,,https://youtu.be/-wjxdiHh9ts
kIJSxaqPJvs,심재우 AI선거 솔루션-AI 선거 참모의 등장,2025-12-10,5,0,0,,https://youtu.be/kIJSxaqPJvs
KhJ1SvET8KM,심재우 AI선거 솔루션-인간 AI  사람으로 AI처럼 승리하기,2025-12-10,5,0,0,,https://youtu.be/KhJ1SvET8KM
rJ3nlRZ7DTo,심재우 양동봉 공동저자 - 점의 반란 & AI계산과학의 미래를 보여주다,2025-12-09,89,3,0,,https://youtu.be/rJ3nlRZ7DTo
YMid_fwq76k,심재우 대표를 소개합니다  과학을 통합하는 AI 전략가,2025-12-09,9,0,0,,https://youtu.be/YMid_fwq76k
cTiolDvIwoA,심재우-양동봉: 과학의 새로운 규칙  계산이 실험을 대체하다,2025-12-09,1,1,0,,https://youtu.be/cTiolDvIwoA
XpcPvXvcCww,"심재우-양동봉 : 2 계산, 과학을 다시 쓰다",2025-12-09,2,0,0,,https://youtu.be/XpcPvXvcCww
PFIZYquzgBI,심재우-양동봉 : 3 계산물리학의 여명,2025-12-09,0,0,0,,https://youtu.be/PFIZYquzgBI
1URoP2gj8r0,"심재우-양동봉 : 5 알파폴드2  AI, 50년 미스터리를 풀다",2025-12-09,2,0,0,,https://youtu.be/1URoP2gj8r0
2ujE5XrpLDg,심재우-양동봉 : 6 생명을 위한 새로운 언어,2025-12-09,1,0,0,,https://youtu.be/2ujE5XrpLDg
vlxOnlIM0zs,심재우-양동봉 : 8 K 사이언스  새로운 과학 질서의 서막,2025-12-09,0,0,0,,https://youtu.be/vlxOnlIM0zs
jq4x6A7K5Ys,심재우-양동봉 : 1 과학의 언어를 새로 쓰다 2,2025-12-09,1,0,0,,https://youtu.be/jq4x6A7K5Ys
64lchW2_NOI,심재우-양동봉 : 4 실험에서 계산으로  과학의 새로운 시대,2025-12-09,2,0,0,,https://youtu.be/64lchW2_NOI
pgCENmcgXp4,심재우-양동봉 : 7 팩트체크의 미래,2025-12-09,11,0,0,,https://youtu.be/pgCENmcgXp4
cYPFzWRZrRI,심재우-양동봉 : 서문 계산의 시대  과학 혁명의 서막,2025-12-09,0,0,0,,https://youtu.be/cYPFzWRZrRI
uhn8jO1rw6k,심재우-양동봉 :  실험의 종말  계산이 과학의 규칙을 새로 쓰는 법,2025-12-09,0,0,0,,https://youtu.be/uhn8jO1rw6k
OTLCFmv6Sxc,심재우-양동봉 : 새로운 과학의 시대,2025-12-09,2,1,0,,https://youtu.be/OTLCFmv6Sxc
Tz4Q2PvBCTU,"심재우-양동봉 : 일론 머스크, K 사이언스, 그리고 세상을 바꿀 코드",2025-12-09,9,0,0,,https://youtu.be/Tz4Q2PvBCTU
R3YHyOs7T3M,양동봉-심재우: 2부 슬라이드 모든 것의 점,2025-12-08,2,0,0,,https://youtu.be/R3YHyOs7T3M
2b4h3xWPtgg,심재우 대표 AI선거 솔루션 - 창녕의 AI 청사진  농촌의 혁명이 될까,2025-12-07,37,0,0,,https://youtu.be/2b4h3xWPtgg
kUrRl4yHXyU,"양동봉-심재우: 계산의 시대, 과학 혁명의 서막 (알파폴드2와 프로메테우스) - 86분",2025-12-07,19,0,0,,https://youtu.be/kUrRl4yHXyU
ka8Qup95kh0,양동봉-심재우: 계산의 시대 과학 혁명의 서막-80분 풀버전,2025-12-07,8,0,0,,https://youtu.be/ka8Qup95kh0
Wk2NBMBeMQU,심재우 대표-AI 선거 솔루션  승리를 위한 당신의 청사진,2025-12-04,6,0,0,,https://youtu.be/Wk2NBMBeMQU
t-ie78F4cl4,심재우 대표 AI선거 솔루션 - AI 선거 혁명  데이터는 어떻게 표를 만드는가,2025-12-04,4,0,0,,https://youtu.be/t-ie78F4cl4
OIOCNmrxbNs,심재우 대표 AI선거 솔루션 - AI 없이 AI처럼 작동하는 선거캠프,2025-12-04,6,0,0,,https://youtu.be/OIOCNmrxbNs
vynNm_oQrQ8,"AI Music   Walker, your name is freedom - a tribute song by Hyein Cho",2025-12-02,8,0,0,,https://youtu.be/vynNm_oQrQ8
GBjiY0b1eVA,전설의 장군과 음악의 만남!,2025-12-02,4,0,0,,https://youtu.be/GBjiY0b1eVA
JsrJB5uXGtc,A Song for a General - HyeIn Cho,2025-11-29,4,0,0,,https://youtu.be/JsrJB5uXGtc
cFHmWMump2M,워커 장군 헌정곡 - 자유를 위한 노래 (조혜인 대표),2025-11-29,6,0,0,,https://youtu.be/cFHmWMump2M
eflU9pQDZCo,AI도슨트 워커 헌정곡(영어)-Ai Docent for Walker Song,2025-11-17,15,0,0,,https://youtu.be/eflU9pQDZCo
kMVHDJZ2MoM,AI도슨트 워커 헌정곡한국어,2025-11-17,13,0,0,,https://youtu.be/kMVHDJZ2MoM
KC8WgGDk2wY,"AI Music   Walker, your name is freedom",2025-11-17,14,0,0,,https://youtu.be/KC8WgGDk2wY
DsdL2ry7ssk,AI뮤직 워커 당신의 이름은 자유입니다,2025-11-17,22,0,0,,https://youtu.be/DsdL2ry7ssk
Af7twWtovjk,홍길동 창녕군수 후보의 선거 비전 영상,2025-11-14,75,2,0,,https://youtu.be/Af7twWtovjk
7UYd0dlQj7E,슬라이드 영상   당신의 개인 AI 어학 튜터,2025-11-14,7,0,0,,https://youtu.be/7UYd0dlQj7E
45UmyfzaboM,슬라이드 영상   AI 북튜터  당신의 개인 학습 멘토,2025-11-14,8,0,0,,https://youtu.be/45UmyfzaboM
NjJ30VLZS5Y,더 이상 물러설 곳 없다의 리더십 - 워커 대장 손자의 리더십 유산 이어받기,2025-11-09,10,0,0,,https://youtu.be/NjJ30VLZS5Y
2Q2uEOS3GjU,Carrying on the leadership legacy of my grandfather (Captain Walt Walker) and father (Sam Walker),2025-11-09,4,0,0,,https://youtu.be/2Q2uEOS3GjU
N46LsM9YaPk,"양동봉-심재우: AI, 2000년 과학의 결함을 수정하다-알파폴드2 & AI_BM",2025-11-09,105,0,0,,https://youtu.be/N46LsM9YaPk
jJQ2nv8_35I,양동봉-심재우: AI That Designs Reality - Google DeepMind Alphafold 2 & AI-BM,2025-11-09,19,0,0,,https://youtu.be/jJQ2nv8_35I
scnvLLSpd3s,팟캐스트 융합상생포럼의 미래,2025-11-08,1,0,0,,https://youtu.be/scnvLLSpd3s
DS1fi8GiVnM,팟캐스트 융합상생포럼 소개,2025-11-08,1,0,0,,https://youtu.be/DS1fi8GiVnM
1J47psKzHvo,융합상생포럼  AI와 감사로 분열을 치유하다,2025-11-08,3,0,0,,https://youtu.be/1J47psKzHvo
xdi9fmWvR2U,AI뮤직 － 베드로의 새별 시간（노은）,2025-11-05,1,0,0,,https://youtu.be/xdi9fmWvR2U
yoCxAHxUOA0,"양동봉-심재우: 불교의 공, 기독교의 로고스, OPS 이론의 137  과학과 종교를 통합하는 우주 근원의 코드 해독",2025-11-03,9,0,0,,https://youtu.be/yoCxAHxUOA0
6Y_5K9YMAUs,"양동봉-심재우: 하나의 진리, 세 개의 언어",2025-11-03,5,0,0,,https://youtu.be/6Y_5K9YMAUs
VKLe5wfnLUw,"양동봉-심재우: 새로운 대화  과학, 철학, 신앙",2025-11-03,3,0,0,,https://youtu.be/VKLe5wfnLUw
XTInD_9-Mm4,양동봉-심재우: 창조의 물리학 대화  과학과 영성의 대화 자막,2025-11-03,9,0,0,,https://youtu.be/XTInD_9-Mm4
aNT0H44Itg4,"양동봉-심재우: 《AI 문명의 두 얼굴   OPS와 젠슨황이 그리는 계산의 시대》 3부작 제3편. 문명편 ― 창조의 문명, 계산의 신질서",2025-11-02,3,0,0,,https://youtu.be/aNT0H44Itg4
_YRB4-HNG5s,양동봉-심재우: 《AI 문명의 두 얼굴   OPS와 젠슨황이 그리는 계산의 시대》 3부작 제2편. 기술편 ― AI버킹엄머신 vs AI팩토리,2025-11-02,2,0,0,,https://youtu.be/_YRB4-HNG5s
T24qVZw2DuY,양동봉-심재우: 《AI 문명의 두 얼굴 - OPS와 젠슨황이 그리는 계산의 시대》제1편  철학편 ― 존재의 계산 vs 산업의 계산,2025-11-02,7,0,0,,https://youtu.be/T24qVZw2DuY
6Lpneor58uY,미래 선거파워플랜 2,2025-11-02,8,0,0,,https://youtu.be/6Lpneor58uY
3T4O2ba3Zmg,[신간서적] AI선거 솔루션 - 미래 선거파워플랜 1,2025-11-02,76,0,0,,https://youtu.be/3T4O2ba3Zmg
xsC61csl8Pc,팟캐스트 워커 장군의 리더십과 46년 보은의 삶   더 이상 물러설 곳은 없다 와  결코 잊지 않겠다,2025-10-20,33,1,0,,https://youtu.be/xsC61csl8Pc
ODy49khlpRI,슬라이드 영상  장군과 약속을 지킨 사람,2025-10-20,60,1,1,,https://youtu.be/ODy49khlpRI
CtLi_k8PxAQ,English Podcast   Walker 3 Pillars Leadership,2025-10-20,10,0,0,,https://youtu.be/CtLi_k8PxAQ
QOYiOKXShJM,English Slide Video   Walker 3 Pillars Leadership 2,2025-10-20,18,0,0,,https://youtu.be/QOYiOKXShJM
N-2VqgNdy3k,English Podcast   Walker 3 Pillars Leadership 2,2025-10-20,7,0,0,,https://youtu.be/N-2VqgNdy3k
vUTQYS-pUw8,English Slide Video   Walker 3 Pillars Leadership,2025-10-20,15,1,0,,https://youtu.be/vUTQYS-pUw8
3UKMUvmxlHE,AI 선거 솔루션 영상 3,2025-10-17,11,0,0,,https://youtu.be/3UKMUvmxlHE
eBc78HpHeGM,AI 선거 솔루션 영상 4,2025-10-17,7,0,0,,https://youtu.be/eBc78HpHeGM
qfIyTi-5kj4,AI선거 솔루션 영상02,2025-10-17,3,0,0,,https://youtu.be/qfIyTi-5kj4
WnOXna8VvFc,AI선거 솔루션 영상01,2025-10-17,10,0,0,,https://youtu.be/WnOXna8VvFc
rW3fzmbrJpY,팟캐스트   워커 대장 리더십,2025-10-17,47,0,0,,https://youtu.be/rW3fzmbrJpY
794oMf2oOFg,슬라이드 영상   워커 대장 리더십,2025-10-17,42,1,0,,https://youtu.be/794oMf2oOFg
0l4BZbrK07w,팟캐스트   AI선거솔루션,2025-10-14,12,1,0,,https://youtu.be/0l4BZbrK07w
psBGlpOakvE,슬라이드   AI 선거 참모  데이터가 선거를 어떻게 바꾸는가,2025-10-14,9,0,1,,https://youtu.be/psBGlpOakvE
e1SVighQGLc,양동봉-심재우: 부록 팟캐스트 점의 반란,2025-10-06,27,2,0,,https://youtu.be/e1SVighQGLc
tTjaDgRXKdA,양동봉-심재우: 6부 팟캐스트 세계를 향한 여정,2025-10-06,8,0,0,,https://youtu.be/tTjaDgRXKdA
OQ7pvwENOcY,양동봉-심재우: 3부 팟캐스트 물리학의 오랜 난제 해결,2025-10-06,4,0,0,,https://youtu.be/OQ7pvwENOcY
DJIrJUTcXw0,양동봉-심재우: 7부 팟캐스트 상업적 활용 가능성 – 과학을 상품으로,2025-10-06,4,0,0,,https://youtu.be/DJIrJUTcXw0
t1G3iUkcpuw,양동봉-심재우: 4부 팟캐스트 과학계를 혁신하는 증명 이론들,2025-10-06,7,0,0,,https://youtu.be/t1G3iUkcpuw
HF666VhlAXE,양동봉-심재우: 5부 팟캐스트 K Science 선언과 대한민국,2025-10-06,7,0,0,,https://youtu.be/HF666VhlAXE
IP9l2QzfZqA,양동봉-심재우: 2부 팟캐스트 OPS와 AI 버킹엄머신의 발견,2025-10-06,3,1,0,,https://youtu.be/IP9l2QzfZqA
f-h0KGP-phs,양동봉-심재우: 1부 팟캐스트 점의 역사와 크기의 발견,2025-10-06,20,2,0,,https://youtu.be/f-h0KGP-phs
N3svo9HKppU,양동봉-심재우: 부록 슬라이드 점의 반란,2025-10-06,8,0,0,,https://youtu.be/N3svo9HKppU
GmnPAR91ALQ,"양동봉-심재우: 6부 슬라이드 점의 크기  2,000년의 진실을 뒤집다",2025-10-06,0,0,0,,https://youtu.be/GmnPAR91ALQ
gPc68BDjprE,양동봉-심재우: 7부 슬라이드 물리학의 규칙을 새로 쓰는 AI,2025-10-06,1,0,0,,https://youtu.be/gPc68BDjprE
UtwVc4hN3Tw,양동봉-심재우: 4부 슬라이드 과학의 비밀 증명  신뢰의 새 방식,2025-10-06,0,0,0,,https://youtu.be/UtwVc4hN3Tw
8FNs1e7PhCw,양동봉-심재우: 5부 슬라이드 K 사이언스  새로운 과학 질서 선언,2025-10-06,1,0,0,,https://youtu.be/8FNs1e7PhCw
HMlIXKj0Ijw,양동봉-심재우: 3부 슬라이드 점의 반란  35년간의 여정,2025-10-06,1,0,0,,https://youtu.be/HMlIXKj0Ijw
FjTjvgOmm18,양동봉-심재우: 2부 슬라이드 모든 것의 점,2025-10-06,1,0,0,,https://youtu.be/FjTjvgOmm18
ZNFgYCNUnSI,양동봉-심재우: 1부 슬라이드 점의 반란,2025-10-06,21,0,0,,https://youtu.be/ZNFgYCNUnSI
1vJju6KLSe0,"양동봉-심재우: 부록6  점The Point, 다학제적 이해와 전략적 가치",2025-10-02,15,0,0,,https://youtu.be/1vJju6KLSe0
BET3yffmyjo,양동봉-심재우: Podcast 點的叛亂：AI揭示「有尺寸」的基本粒子，挑戰歐幾里得與無限大謎團 내보내기,2025-10-01,10,0,0,,https://youtu.be/BET3yffmyjo
